image_id,input_path,target_path
0ea4811d-cf3d-4600-a4e9-f9b438db7a8b_g3,automatic-lens-correction\lens-correction-train-cleaned\0ea4811d-cf3d-4600-a4e9-f9b438db7a8b_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ea4811d-cf3d-4600-a4e9-f9b438db7a8b_g3_generated.jpg
0eaddd15-cfaa-4fdd-8495-2ed72fa63480_g10,automatic-lens-correction\lens-correction-train-cleaned\0eaddd15-cfaa-4fdd-8495-2ed72fa63480_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0eaddd15-cfaa-4fdd-8495-2ed72fa63480_g10_generated.jpg
0eb2f391-4430-41f4-b48b-f3ed2489b56e_g2,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g2_generated.jpg
0eb2f391-4430-41f4-b48b-f3ed2489b56e_g3,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g3_generated.jpg
0eb2f391-4430-41f4-b48b-f3ed2489b56e_g4,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g4_generated.jpg
0eb2f391-4430-41f4-b48b-f3ed2489b56e_g5,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g5_generated.jpg
0eb2f391-4430-41f4-b48b-f3ed2489b56e_g6,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0eb2f391-4430-41f4-b48b-f3ed2489b56e_g6_generated.jpg
0ecf314c-17d7-46a5-b45f-f73514e1f338_g5,automatic-lens-correction\lens-correction-train-cleaned\0ecf314c-17d7-46a5-b45f-f73514e1f338_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ecf314c-17d7-46a5-b45f-f73514e1f338_g5_generated.jpg
0ecf314c-17d7-46a5-b45f-f73514e1f338_g7,automatic-lens-correction\lens-correction-train-cleaned\0ecf314c-17d7-46a5-b45f-f73514e1f338_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ecf314c-17d7-46a5-b45f-f73514e1f338_g7_generated.jpg
0ecf314c-17d7-46a5-b45f-f73514e1f338_g9,automatic-lens-correction\lens-correction-train-cleaned\0ecf314c-17d7-46a5-b45f-f73514e1f338_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ecf314c-17d7-46a5-b45f-f73514e1f338_g9_generated.jpg
0ee1bf69-cc38-43df-bd76-700fc3a06e6c_g2,automatic-lens-correction\lens-correction-train-cleaned\0ee1bf69-cc38-43df-bd76-700fc3a06e6c_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ee1bf69-cc38-43df-bd76-700fc3a06e6c_g2_generated.jpg
0ee1bf69-cc38-43df-bd76-700fc3a06e6c_g9,automatic-lens-correction\lens-correction-train-cleaned\0ee1bf69-cc38-43df-bd76-700fc3a06e6c_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ee1bf69-cc38-43df-bd76-700fc3a06e6c_g9_generated.jpg
0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g2,automatic-lens-correction\lens-correction-train-cleaned\0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g2_generated.jpg
0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g4,automatic-lens-correction\lens-correction-train-cleaned\0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g4_generated.jpg
0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g5,automatic-lens-correction\lens-correction-train-cleaned\0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g5_generated.jpg
0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g9,automatic-lens-correction\lens-correction-train-cleaned\0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ee5de52-5773-4f3a-9ccb-c2d4a578b8d8_g9_generated.jpg
0f09f3eb-198b-42fa-9029-885ab484b4a9_g0,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g0_generated.jpg
0f09f3eb-198b-42fa-9029-885ab484b4a9_g10,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g10_generated.jpg
0f09f3eb-198b-42fa-9029-885ab484b4a9_g11,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g11_generated.jpg
0f09f3eb-198b-42fa-9029-885ab484b4a9_g12,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g12_generated.jpg
0f09f3eb-198b-42fa-9029-885ab484b4a9_g3,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f09f3eb-198b-42fa-9029-885ab484b4a9_g3_generated.jpg
0f165ad8-9987-4cce-a844-240f9a1a24f0_g11,automatic-lens-correction\lens-correction-train-cleaned\0f165ad8-9987-4cce-a844-240f9a1a24f0_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f165ad8-9987-4cce-a844-240f9a1a24f0_g11_generated.jpg
0f165ad8-9987-4cce-a844-240f9a1a24f0_g18,automatic-lens-correction\lens-correction-train-cleaned\0f165ad8-9987-4cce-a844-240f9a1a24f0_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f165ad8-9987-4cce-a844-240f9a1a24f0_g18_generated.jpg
0f165ad8-9987-4cce-a844-240f9a1a24f0_g6,automatic-lens-correction\lens-correction-train-cleaned\0f165ad8-9987-4cce-a844-240f9a1a24f0_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f165ad8-9987-4cce-a844-240f9a1a24f0_g6_generated.jpg
0f165ad8-9987-4cce-a844-240f9a1a24f0_g7,automatic-lens-correction\lens-correction-train-cleaned\0f165ad8-9987-4cce-a844-240f9a1a24f0_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f165ad8-9987-4cce-a844-240f9a1a24f0_g7_generated.jpg
0f2275c2-05f7-4403-b70d-67d37a5c663e_g11,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g11_generated.jpg
0f2275c2-05f7-4403-b70d-67d37a5c663e_g17,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g17_generated.jpg
0f2275c2-05f7-4403-b70d-67d37a5c663e_g2,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g2_generated.jpg
0f2275c2-05f7-4403-b70d-67d37a5c663e_g5,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g5_generated.jpg
0f2275c2-05f7-4403-b70d-67d37a5c663e_g6,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g6_generated.jpg
0f2275c2-05f7-4403-b70d-67d37a5c663e_g7,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g7_generated.jpg
0f2275c2-05f7-4403-b70d-67d37a5c663e_g8,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g8_generated.jpg
0f2275c2-05f7-4403-b70d-67d37a5c663e_g9,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f2275c2-05f7-4403-b70d-67d37a5c663e_g9_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g10,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g10_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g11,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g11_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g12,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g12_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g13,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g13_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g17,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g17_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g19,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g19_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g2,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g2_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g5,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g5_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g6,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g6_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g8,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g8_generated.jpg
0f38acd9-e114-49ab-bc14-b52e48461fad_g9,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f38acd9-e114-49ab-bc14-b52e48461fad_g9_generated.jpg
0f400079-4c75-482d-ab31-03c1a68c235d_g0,automatic-lens-correction\lens-correction-train-cleaned\0f400079-4c75-482d-ab31-03c1a68c235d_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f400079-4c75-482d-ab31-03c1a68c235d_g0_generated.jpg
0f400079-4c75-482d-ab31-03c1a68c235d_g19,automatic-lens-correction\lens-correction-train-cleaned\0f400079-4c75-482d-ab31-03c1a68c235d_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f400079-4c75-482d-ab31-03c1a68c235d_g19_generated.jpg
0f400079-4c75-482d-ab31-03c1a68c235d_g5,automatic-lens-correction\lens-correction-train-cleaned\0f400079-4c75-482d-ab31-03c1a68c235d_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f400079-4c75-482d-ab31-03c1a68c235d_g5_generated.jpg
0f400079-4c75-482d-ab31-03c1a68c235d_g6,automatic-lens-correction\lens-correction-train-cleaned\0f400079-4c75-482d-ab31-03c1a68c235d_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f400079-4c75-482d-ab31-03c1a68c235d_g6_generated.jpg
0f410727-a663-4989-8bc3-13d83699de5b_g11,automatic-lens-correction\lens-correction-train-cleaned\0f410727-a663-4989-8bc3-13d83699de5b_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f410727-a663-4989-8bc3-13d83699de5b_g11_generated.jpg
0f410727-a663-4989-8bc3-13d83699de5b_g5,automatic-lens-correction\lens-correction-train-cleaned\0f410727-a663-4989-8bc3-13d83699de5b_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f410727-a663-4989-8bc3-13d83699de5b_g5_generated.jpg
0f4d0956-e4c5-43b7-a546-b73ca6f66247_g11,automatic-lens-correction\lens-correction-train-cleaned\0f4d0956-e4c5-43b7-a546-b73ca6f66247_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f4d0956-e4c5-43b7-a546-b73ca6f66247_g11_generated.jpg
0f4d0956-e4c5-43b7-a546-b73ca6f66247_g12,automatic-lens-correction\lens-correction-train-cleaned\0f4d0956-e4c5-43b7-a546-b73ca6f66247_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f4d0956-e4c5-43b7-a546-b73ca6f66247_g12_generated.jpg
0f4d0956-e4c5-43b7-a546-b73ca6f66247_g5,automatic-lens-correction\lens-correction-train-cleaned\0f4d0956-e4c5-43b7-a546-b73ca6f66247_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f4d0956-e4c5-43b7-a546-b73ca6f66247_g5_generated.jpg
0f4d0956-e4c5-43b7-a546-b73ca6f66247_g6,automatic-lens-correction\lens-correction-train-cleaned\0f4d0956-e4c5-43b7-a546-b73ca6f66247_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f4d0956-e4c5-43b7-a546-b73ca6f66247_g6_generated.jpg
0f56cb13-b3b3-4a7b-bbd1-4273ff9e1294_g0,automatic-lens-correction\lens-correction-train-cleaned\0f56cb13-b3b3-4a7b-bbd1-4273ff9e1294_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f56cb13-b3b3-4a7b-bbd1-4273ff9e1294_g0_generated.jpg
0f81c318-d698-4918-a86c-fc55334c31fd_g17,automatic-lens-correction\lens-correction-train-cleaned\0f81c318-d698-4918-a86c-fc55334c31fd_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f81c318-d698-4918-a86c-fc55334c31fd_g17_generated.jpg
0f81c318-d698-4918-a86c-fc55334c31fd_g6,automatic-lens-correction\lens-correction-train-cleaned\0f81c318-d698-4918-a86c-fc55334c31fd_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f81c318-d698-4918-a86c-fc55334c31fd_g6_generated.jpg
0f81c318-d698-4918-a86c-fc55334c31fd_g8,automatic-lens-correction\lens-correction-train-cleaned\0f81c318-d698-4918-a86c-fc55334c31fd_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f81c318-d698-4918-a86c-fc55334c31fd_g8_generated.jpg
0f81c318-d698-4918-a86c-fc55334c31fd_g9,automatic-lens-correction\lens-correction-train-cleaned\0f81c318-d698-4918-a86c-fc55334c31fd_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f81c318-d698-4918-a86c-fc55334c31fd_g9_generated.jpg
0f8a114d-d0cf-4e97-af1c-5547574c5f65_g0,automatic-lens-correction\lens-correction-train-cleaned\0f8a114d-d0cf-4e97-af1c-5547574c5f65_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f8a114d-d0cf-4e97-af1c-5547574c5f65_g0_generated.jpg
0f8a114d-d0cf-4e97-af1c-5547574c5f65_g12,automatic-lens-correction\lens-correction-train-cleaned\0f8a114d-d0cf-4e97-af1c-5547574c5f65_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f8a114d-d0cf-4e97-af1c-5547574c5f65_g12_generated.jpg
0f8a114d-d0cf-4e97-af1c-5547574c5f65_g14,automatic-lens-correction\lens-correction-train-cleaned\0f8a114d-d0cf-4e97-af1c-5547574c5f65_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f8a114d-d0cf-4e97-af1c-5547574c5f65_g14_generated.jpg
0f9b46a9-96e1-4e83-b4af-a3d3a5343907_g5,automatic-lens-correction\lens-correction-train-cleaned\0f9b46a9-96e1-4e83-b4af-a3d3a5343907_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0f9b46a9-96e1-4e83-b4af-a3d3a5343907_g5_generated.jpg
0fb106be-73e2-4fbb-a698-1cc163053b8d_g16,automatic-lens-correction\lens-correction-train-cleaned\0fb106be-73e2-4fbb-a698-1cc163053b8d_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fb106be-73e2-4fbb-a698-1cc163053b8d_g16_generated.jpg
0fb106be-73e2-4fbb-a698-1cc163053b8d_g3,automatic-lens-correction\lens-correction-train-cleaned\0fb106be-73e2-4fbb-a698-1cc163053b8d_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fb106be-73e2-4fbb-a698-1cc163053b8d_g3_generated.jpg
0fb106be-73e2-4fbb-a698-1cc163053b8d_g8,automatic-lens-correction\lens-correction-train-cleaned\0fb106be-73e2-4fbb-a698-1cc163053b8d_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fb106be-73e2-4fbb-a698-1cc163053b8d_g8_generated.jpg
0fb106be-73e2-4fbb-a698-1cc163053b8d_g9,automatic-lens-correction\lens-correction-train-cleaned\0fb106be-73e2-4fbb-a698-1cc163053b8d_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fb106be-73e2-4fbb-a698-1cc163053b8d_g9_generated.jpg
0fcc10ae-05bf-40b3-8c03-39e82149df4d_g11,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g11_generated.jpg
0fcc10ae-05bf-40b3-8c03-39e82149df4d_g13,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g13_generated.jpg
0fcc10ae-05bf-40b3-8c03-39e82149df4d_g14,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g14_generated.jpg
0fcc10ae-05bf-40b3-8c03-39e82149df4d_g15,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g15_generated.jpg
0fcc10ae-05bf-40b3-8c03-39e82149df4d_g18,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g18_generated.jpg
0fcc10ae-05bf-40b3-8c03-39e82149df4d_g19,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fcc10ae-05bf-40b3-8c03-39e82149df4d_g19_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g0,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g0_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g1,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g1_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g11,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g11_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g12,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g12_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g13,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g13_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g14,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g14_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g17,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g17_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g3,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g3_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g4,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g4_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g5,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g5_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g6,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g6_generated.jpg
0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g9,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fd533dc-e39a-422f-8cd5-3c07da6fbb84_g9_generated.jpg
0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g12,automatic-lens-correction\lens-correction-train-cleaned\0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g12_generated.jpg
0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g8,automatic-lens-correction\lens-correction-train-cleaned\0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g8_generated.jpg
0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g9,automatic-lens-correction\lens-correction-train-cleaned\0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0fef8d06-14c4-4ec9-9d61-2dd1ad632b83_g9_generated.jpg
100d5d61-b3ed-44a5-822d-3dc99ce6398e_g0,automatic-lens-correction\lens-correction-train-cleaned\100d5d61-b3ed-44a5-822d-3dc99ce6398e_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\100d5d61-b3ed-44a5-822d-3dc99ce6398e_g0_generated.jpg
100d5d61-b3ed-44a5-822d-3dc99ce6398e_g1,automatic-lens-correction\lens-correction-train-cleaned\100d5d61-b3ed-44a5-822d-3dc99ce6398e_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\100d5d61-b3ed-44a5-822d-3dc99ce6398e_g1_generated.jpg
1012437a-8a36-4112-83f4-ff656d86056f_g0,automatic-lens-correction\lens-correction-train-cleaned\1012437a-8a36-4112-83f4-ff656d86056f_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1012437a-8a36-4112-83f4-ff656d86056f_g0_generated.jpg
101aa348-cf5a-4097-b31c-03a65f457dd4_g17,automatic-lens-correction\lens-correction-train-cleaned\101aa348-cf5a-4097-b31c-03a65f457dd4_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\101aa348-cf5a-4097-b31c-03a65f457dd4_g17_generated.jpg
